Gamma,Seed,Horizon,MAE,SMAPE,RMSE,PICoverage,CalPIScale,CalPIWidth,CalPICoverage,Baseline_MAE,Baseline_SMAPE,Baseline_RMSE
4.0,44,60,48.01903192898811,17.16497322780892,122.21695764526288,0.199934650638876,10.67459807724417,234.69573907165943,0.730915406971745,47.894818989211146,17.03479422966747,126.49418002697287
4.0,44,120,68.69315239400767,19.940765093542883,175.98998958137884,0.15112899619941875,13.645078198937489,300.6976453945341,0.7542520077731345,79.35004684325393,20.419586364754704,207.84288787526748
4.0,44,250,113.84799106854905,21.81285128263495,320.54721311746954,0.13274518908321725,25.54486767678743,546.9512610583756,0.8896971573027911,131.250998530247,22.1890145513318,370.16366077322436
4.5,42,20,38.45565927050079,10.89531740169059,107.5936978155497,0.3552597637104679,6.7019827659755995,182.35261304212523,0.7797210614112022,24.21243959450349,9.796574044745402,68.07111884131292
4.5,42,60,49.652474324871505,17.20043657168015,126.88850621818973,0.20891158919327935,8.495990058289008,228.46477007133197,0.7118609090440077,47.894818989211146,17.03479422966747,126.49418002697287
4.5,42,120,69.02112508200622,19.784277680700306,179.38669542069408,0.14517876489707476,11.4332522474881,286.24486005981356,0.739428021118162,79.35004684325393,20.419586364754704,207.84288787526748
4.5,42,250,84.81247727443277,19.536833124974184,244.03875030175476,0.1336910350994858,17.94316482931759,435.84206762016584,0.8859997592391958,131.250998530247,22.1890145513318,370.16366077322436
4.5,43,20,36.827859799247584,10.757625297639791,103.83739179984627,0.25747648282859553,12.847877019114451,192.17460453074622,0.8258267554042202,24.21243959450349,9.796574044745402,68.07111884131292
4.5,43,60,52.39048802715635,17.36061197440323,135.94676401480174,0.1493060929680648,15.886190212045861,235.69356215069286,0.731740872585943,47.894818989211146,17.03479422966747,126.49418002697287
4.5,43,120,66.32993537691021,19.661331890468585,170.51344589962997,0.1117474075220554,21.75466718430727,321.2126965865129,0.7651550327606665,79.35004684325393,20.419586364754704,207.84288787526748
4.5,43,250,103.06956702046774,21.069918981739292,291.57850316112797,0.09800684448571773,30.673458784794818,457.85202832176174,0.8586046191679995,131.250998530247,22.1890145513318,370.16366077322436
4.5,44,20,39.97873124136708,11.370793548482386,116.5976100050857,0.3029802748112607,7.131828494931094,215.97153823302995,0.826497446215756,24.21243959450349,9.796574044745402,68.07111884131292
4.5,44,60,60.01814269295243,18.78514534829142,154.54304588952076,0.12433575813857504,10.429852442239067,316.70844235183256,0.8193262136924109,47.894818989211146,17.03479422966747,126.49418002697287
4.5,44,120,63.47310714077324,19.824878898606052,158.8106908293119,0.1250752377512941,11.946860939599336,355.4542498075269,0.8502811742248362,79.35004684325393,20.419586364754704,207.84288787526748
4.5,44,250,89.96171457424839,21.559032768819833,249.50569821094814,0.09534127843986999,15.753404354399198,451.8735606067654,0.9018211835113243,131.250998530247,22.1890145513318,370.16366077322436
5.0,42,20,42.78648888203505,11.193822409740264,122.59682751540632,0.3496018848131524,6.9117184396774665,215.39515377554932,0.8062219470670174,24.21243959450349,9.796574044745402,68.07111884131292
5.0,42,60,53.158585548965156,17.51033214044409,135.96316543786278,0.19623725257528074,9.289512313171032,280.8825715281146,0.7313453369791398,47.894818989211146,17.03479422966747,126.49418002697287
5.0,42,120,66.06926370834412,20.02425593888125,169.0440678209155,0.1613097387745275,11.321617568022837,349.2969195340408,0.7251887392732463,79.35004684325393,20.419586364754704,207.84288787526748
5.0,42,250,101.94123307517435,22.741633066830683,289.0601629244525,0.10297683537120157,18.298577857961373,569.2776896189639,0.8747871846463395,131.250998530247,22.1890145513318,370.16366077322436
5.5,42,20,39.88338056119396,11.151140007235195,109.02134971468314,0.31685841544996474,7.703282334501111,238.6022811268003,0.8232987669607388,24.21243959450349,9.796574044745402,68.07111884131292
5.5,42,60,53.753666323110444,17.734730130452558,139.26882795597652,0.20505941632702196,8.64064122080276,247.290121443397,0.6977592048014584,47.894818989211146,17.03479422966747,126.49418002697287
5.5,42,120,66.50373447630813,20.17921386954663,171.64688840835512,0.15633974788904367,11.005363036510492,264.28233052380386,0.7101239918141327,79.35004684325393,20.419586364754704,207.84288787526748
5.5,42,250,96.72105583895878,20.904616494560276,273.88605112201276,0.1286522554128188,19.259812784432864,449.1162938056165,0.8792068651223581,131.250998530247,22.1890145513318,370.16366077322436
