pid,group,train_mean,last_price,gap_pct
W16003,พืชไร่,14.326323867996928,19.3,34.717043798748634
W16004,พืชไร่,239.48273215656178,265.0,10.655159816180948
W16005,พืชไร่,7.766899462778205,9.158000000000001,17.910628866621156
W16006,พืชไร่,467.15656178050654,570.0,22.014769058903738
W16007,พืชไร่,15.124811972371452,19.698,30.236329786991117
W16016,พืชไร่,9.20180353031466,10.65,15.738180726358314
W16017,พืชไร่,9.891036070606294,10.472,5.87364079199131
W16023,พืชไร่,47.182072141212586,49.5,4.912730097673584
W16024,พืชไร่,47.28617805065234,52.11999999999999,10.222483923673687
W16025,พืชไร่,47.483752877973906,51.339999999999996,8.121192804486336
W16026,พืชไร่,49.56062164236378,54.306,9.57489676356265
W16027,พืชไร่,49.13746738296239,53.572,9.024748024712425
W16028,พืชไร่,49.31603223330775,52.75,6.963187448752147
W16029,พืชไร่,39.22012279355334,45.78000000000001,16.72579466662182
W16030,พืชไร่,57.623660782808905,62.18000000000001,7.907063097508745
W16031,พืชไร่,2.3972371450498846,3.4,41.829939813036255
W16033,พืชไร่,51.518388334612425,56.75600000000001,10.166489742204755
W16034,พืชไร่,39.97634689178819,44.094,10.300223578101997
W16035,พืชไร่,9.075287797390637,9.919999999999998,9.30782826360875
W16036,พืชไร่,50.04236377590178,54.94,9.786980179494858
W16037,พืชไร่,6.155809669992326,6.444,4.681599098369022
W16038,พืชไร่,7.513077513430545,7.938,5.6557713641294605
W16039,พืชไร่,14.312164236377587,8.756,-38.82127220323076
W16040,พืชไร่,12.460000000000004,10.802,-13.306581059390082
W16042,พืชไร่,6.905717574827321,7.42,7.447197479481902
W16044,พืชไร่,6142.769762087491,6825.4,11.11274334463305
W16045,พืชไร่,10.821066768994628,10.378,-4.094483274644767
W17001,อาหารสัตว์และวัตถุดิบอาหารสัตว์,34.84036838066002,36.0,3.3284137718351383
W17002,อาหารสัตว์และวัตถุดิบอาหารสัตว์,31.794320798158097,33.0,3.7921212706382152
W17003,อาหารสัตว์และวัตถุดิบอาหารสัตว์,32.066001534919415,35.0,9.14987315111771
W17004,อาหารสัตว์และวัตถุดิบอาหารสัตว์,29.03453568687644,32.0,10.21357580883908
W17005,อาหารสัตว์และวัตถุดิบอาหารสัตว์,25.04221028396009,28.0,11.811216671774442
W17006,อาหารสัตว์และวัตถุดิบอาหารสัตว์,24.04221028396009,27.0,12.302486672838128
W17007,อาหารสัตว์และวัตถุดิบอาหารสัตว์,25.550268610897927,28.0,9.587888982338104
W17012,อาหารสัตว์และวัตถุดิบอาหารสัตว์,15.435418265541058,22.5,45.768644638741875
W17013,อาหารสัตว์และวัตถุดิบอาหารสัตว์,15.702609363008442,21.4,36.283082036118365
W17015,อาหารสัตว์และวัตถุดิบอาหารสัตว์,36.53453568687644,38.0,4.011175414089006
W18019,พืชน้ำมันและน้ำมันพืช,6.621488871834228,7.76,17.194186235193218
W18020,พืชน้ำมันและน้ำมันพืช,29.222916346891786,33.2,13.609468698805033
