product_id,model_name,paradigm,MAE,RMSE,SMAPE
P13044,baseline,local,0.7208791208791208,0.9692818714267736,36.63546862235111
P13044,arima,local,0.7219144383493216,0.970008502034706,36.691298007708376
P13044,lightgbm,local,0.828619690814123,0.9920127789484562,41.98529476148626
P13044,random_forest,local,0.8907752657424932,1.1386860875729488,42.06719896513087
P13044,mlp,local,0.8329656999189774,1.0103172572393824,42.72482776621487
P13044,lstm,local,0.8720593442847002,1.0494459786364445,45.24710748315336
P13044,gru,local,0.8884267664654351,1.0566531000569683,45.405684579638304
P13082,baseline,local,43.54578754578755,54.99367472055221,37.03207015236286
P13082,arima,local,43.72867927345451,55.13671353436498,37.20104665514262
P13082,lightgbm,local,38.65966301571448,46.87878598890924,34.299702165848814
P13082,random_forest,local,35.95122010802329,44.01700641842136,32.08508161232338
P13082,mlp,local,40.04102916787396,49.5134807947544,37.20040514701755
P13082,lstm,local,37.403006042927615,47.84814236447753,34.10831825104816
P13082,gru,local,38.61434363061255,45.747116752422365,35.32314505930964
P13083,baseline,local,46.86446886446887,58.68680120605016,33.39613313715466
P13083,arima,local,47.126892800601006,58.90354091072817,33.582755724740984
P13083,lightgbm,local,39.83393081892177,48.180261849654535,29.77083676677545
P13083,random_forest,local,37.70903613153946,46.1568862963038,28.415662721390937
P13083,mlp,local,47.945908414400535,56.49576432158394,35.80558371721874
P13083,lstm,local,42.62917678888901,51.80737554543661,32.44547998086527
P13083,gru,local,47.46474081186148,54.10472327872772,35.70729732402217
P13084,baseline,local,31.53113553113553,39.19435240981616,33.55020687400563
P13084,arima,local,31.53264995818855,39.194998086436456,33.55168060779172
P13084,lightgbm,local,20.99204596548143,27.80688479010639,23.77330348426003
P13084,random_forest,local,19.74965944436601,26.320207429409876,22.71009454214948
P13084,mlp,local,23.11926995581323,29.188815175005665,26.864982585416364
P13084,lstm,local,21.34294636764806,25.98731962305532,24.565884149319096
P13084,gru,local,20.82751055986453,25.292904657532567,24.012971662125448
P13085,baseline,local,33.765567765567766,41.19558513392675,29.884822271789165
P13085,arima,local,33.80844744793186,41.21833259766872,29.914955649711736
P13085,lightgbm,local,22.9496807774218,29.88461456687627,21.17128131273889
P13085,random_forest,local,22.449492318536468,29.02617652511275,20.920532594649792
