product_id,model_name,paradigm,horizon,MAE,RMSE,SMAPE
P11011,gru,local,1,8.785694834950206,9.87892426235659,10.609339054403238
P11011,gru,local,20,7.282214741130452,8.98435564776934,8.84817104202823
P11011,gru,local,60,6.704704787704971,8.149897845439538,7.911916916939988
P11011,gru,local,120,9.869090153620792,11.716576949240704,11.88160569800356
P11011,gru,local,250,13.662216018844436,15.635649514955771,16.69429597482674
P11012,baseline,local,1,0.1098901098901098,0.7412493166611012,0.1245944103016217
P11012,baseline,local,20,1.7216117216117215,2.9339493192723367,1.9434876576635665
P11012,baseline,local,60,3.9194139194139193,4.765566357802891,4.454709664540457
P11012,baseline,local,120,4.413919413919414,5.126602313623642,5.019652582392293
P11012,baseline,local,250,1.9963369963369964,3.1593804743469853,2.273299416027051
P11012,arima,local,1,0.1146679405968039,0.7419495995453212,0.1299586161020397
P11012,arima,local,20,1.7266067264339342,2.9355610782991794,1.9490949278268648
P11012,arima,local,60,3.9210789210213233,4.765685463703215,4.456507775967467
P11012,arima,local,120,4.417249417134222,5.128336623746021,5.023301473719605
P11012,arima,local,250,2.001332001159209,3.1608772861424743,2.27890668619035
P11012,lightgbm,local,1,3.269311751480682,3.957989794486946,3.711125102656864
P11012,lightgbm,local,20,3.4287224713883275,4.115932077224229,3.8066438687787856
P11012,lightgbm,local,60,16.575143058883786,16.951520246938944,20.473673798563965
P11012,lightgbm,local,120,22.98677983325426,23.84273779242864,29.93255846180731
P11012,lightgbm,local,250,24.128062227183385,24.559156362028958,31.702618697887456
P11012,random_forest,local,1,2.346886446886448,3.007189188126816,2.6738360051499805
P11012,random_forest,local,20,5.094871794871795,6.606082778040984,5.585751756314594
P11012,random_forest,local,60,13.137362637362637,13.848876919858588,15.953417267138205
P11012,random_forest,local,120,24.3018315018315,25.05559386410117,31.88735748119816
P11012,random_forest,local,250,21.426373626373625,21.776559296604567,27.637130468745184
P11012,mlp,local,1,3.1662052978962767,3.765988950887642,3.725391079458749
P11012,mlp,local,20,9.191194667047633,10.02673299489288,11.134778599410511
P11012,mlp,local,60,13.459813184353894,14.253351892757388,16.44698732960181
P11012,mlp,local,120,13.936536209050551,14.576410928857214,17.003865426075166
P11012,mlp,local,250,29.85001191638765,30.57126937257404,40.92101869214189
P11012,lstm,local,1,3.087542327769073,3.822636227576064,3.4798277939090765
P11012,lstm,local,20,3.428721864581545,4.098848053874146,3.908143660122968
P11012,lstm,local,60,4.772448417467949,5.889198775308844,5.415519472308069
P11012,lstm,local,120,4.5606048080947375,5.3566898567199805,5.200862202589254
P11012,lstm,local,250,4.445985787080758,5.5142688945584375,5.192482013164149
P11012,gru,local,1,4.218897864932106,5.188857270426903,5.023988189099241
P11012,gru,local,20,3.5489444103869765,4.558499844905209,4.148875420619902
P11012,gru,local,60,4.462193611340645,6.0946000989616005,5.184295504209346
P11012,gru,local,120,4.8993742387373365,7.004322806892166,5.720053096517451
P11012,gru,local,250,10.309407300564832,11.696958343123343,12.549458106121817
P11013,baseline,local,1,0.0183150183150183,0.3026137663344012,0.0236322816952731
P11013,baseline,local,20,0.3663003663003663,1.353329904901917,0.4726456339054632
P11013,baseline,local,60,1.098901098901099,2.344036154692477,1.41793690171639
P11013,baseline,local,120,2.197802197802198,3.31496772065898,2.83587380343278
P11013,baseline,local,250,4.4322344322344325,4.707565417620042,5.719012170256105
P11013,arima,local,1,0.0183150183222105,0.3026137663344012,0.0236322817048628
P11013,arima,local,20,0.3663003663075586,1.353329904901917,0.4726456339150529
P11013,arima,local,60,1.0989010989082912,2.344036154692477,1.4179369017259795
