model,mae_20,smape_20,mae_60,smape_60,mae_120,smape_120,mae_250,smape_250,mae_overall,smape_overall
chronos_bolt_base_zeroshot,16.853614557691177,8.463327563269932,33.8545411144394,14.71032201403278,53.37147231836851,18.123649952505104,83.97898937182093,19.30326571565704,47.01465434058001,15.150141311366214
