Horizon,Ensemble_MAE,Ensemble_SMAPE,Ensemble_RMSE,Blend_Alpha,Blend_MAE,Blend_SMAPE,Blend_RMSE,Baseline_MAE,Baseline_SMAPE,Baseline_RMSE,CalPIScale,CalPIWidth,CalPICoverage,ValFitSamples
1,19.199747985536582,3.3067736315020557,107.04012531755738,0.0,1.2715112602486338,0.8050959915837574,12.551091286005041,1.2715112602486338,0.8050959915837574,12.551091286005041,0.6168062919594585,11.546666520848369,0.7486762412504987,4444
20,46.182141189620076,12.494124452448363,182.8720142592775,0.0,15.109672958141475,7.593440184709571,61.838631964677525,15.109672958141475,7.593440184709571,61.838631964677525,1.5913589041304128,92.58520853456497,0.7555126391760055,12120
60,51.69054956280115,17.40893585330234,201.46677811381653,0.0,30.85918724165299,14.322837032761756,118.13293601453044,30.85918724165299,14.322837032761756,118.13293601453044,1.5417317708118017,121.33971397907433,0.7272784970804773,28280
120,50.227027219327184,18.889496177834875,187.92250568313423,0.18,45.33939153328005,17.273266887761743,167.89757643719796,51.02635797419413,18.232188916893932,194.64791725644417,1.6667810801672522,142.53628212067608,0.7562470532767562,52520
250,52.83373565714604,19.89321065263131,176.38564255149635,1.0,52.83373565714604,19.89321065263131,176.38564255149635,83.84053434086383,19.980813390732482,330.39490663291156,1.7447341621691501,156.38997017298738,0.7803285823087803,105040
